path_id,context,step_index,state,state_label,node_id,final_energy_eV,relative_to_start_eV,delta_from_previous_step_eV,max_force_eVA
path_36,vacancy_center,2,H2O2,H2O2*,vacancy_center__H2O2__H2O2_center_h1p80_default_tilt30_az150,-544.707703,-10.031433,-4.716980,0.009864
path_36,vacancy_center,3,H2O,H2O*,vacancy_center__H2O__H2O_offset_y+_h1p90_co_bound_tilt30_az180,-539.617737,-4.941467,5.089966,0.009575
path_36,vacancy_center,4,OH,OH*,vacancy_center__OH__OH_offset_y+_h1p60_co_bound_tilt30_az180,-535.134705,-0.458435,4.483032,0.009171
path_36,vacancy_center,5,O,O*,vacancy_center__O__O_atom_tilt30_az30,-530.141418,4.534851,4.993286,0.004020
path_37,vacancy_co_top_13,0,O2,OO*,vacancy_co_top_13__O2__O2_side_on_tilt30_az180,-535.101135,0.000000,0.000000,0.009907
path_37,vacancy_co_top_13,1,O,O*,vacancy_co_top_13__O__O_atom_tilt0_az0,-530.205688,4.895447,4.895447,0.008320
path_37,vacancy_co_top_13,2,OH,OH*,vacancy_co_top_13__OH__OH_cotop13_h1p70_co_bound_tilt30_az30,-535.219543,-0.118408,-5.013855,0.009856
path_37,vacancy_co_top_13,3,OOH,OOH*,vacancy_co_top_13__OOH__OOH_default_tilt30_az90,-539.573242,-4.472107,-4.353699,0.020305
path_37,vacancy_co_top_13,4,H2O2,H2O2*,vacancy_co_top_13__H2O2__H2O2_cotop13_h1p90_default_tilt30_az120,-544.841614,-9.740479,-5.268372,0.009772
path_37,vacancy_co_top_13,5,H2O,H2O*,vacancy_co_top_13__H2O__H2O_co_bound_tilt0_az0,-539.680725,-4.579590,5.160889,0.014047
path_38,vacancy_co_top_13,0,O2,OO*,vacancy_co_top_13__O2__O2_side_on_tilt30_az180,-535.101135,0.000000,0.000000,0.009907
path_38,vacancy_co_top_13,1,O,O*,vacancy_co_top_13__O__O_atom_tilt0_az0,-530.205688,4.895447,4.895447,0.008320
path_38,vacancy_co_top_13,2,OH,OH*,vacancy_co_top_13__OH__OH_cotop13_h1p70_co_bound_tilt30_az30,-535.219543,-0.118408,-5.013855,0.009856
path_38,vacancy_co_top_13,3,OOH,OOH*,vacancy_co_top_13__OOH__OOH_default_tilt30_az90,-539.573242,-4.472107,-4.353699,0.020305
path_38,vacancy_co_top_13,4,H2O2,H2O2*,vacancy_co_top_13__H2O2__H2O2_cotop13_h1p90_default_tilt30_az240,-544.714966,-9.613831,-5.141724,0.009780
path_38,vacancy_co_top_13,5,H2O,H2O*,vacancy_co_top_13__H2O__H2O_co_bound_tilt0_az0,-539.680725,-4.579590,5.034241,0.014047
path_39,vacancy_co_top_13,0,O2,OO*,vacancy_co_top_13__O2__O2_side_on_tilt30_az180,-535.101135,0.000000,0.000000,0.009907
path_39,vacancy_co_top_13,1,O,O*,vacancy_co_top_13__O__O_atom_tilt0_az0,-530.205688,4.895447,4.895447,0.008320
path_39,vacancy_co_top_13,2,OH,OH*,vacancy_co_top_13__OH__OH_cotop13_h1p70_co_bound_tilt30_az90,-535.527405,-0.426270,-5.321716,0.005708
path_39,vacancy_co_top_13,3,OOH,OOH*,vacancy_co_top_13__OOH__OOH_default_tilt30_az90,-539.573242,-4.472107,-4.045837,0.020305
path_39,vacancy_co_top_13,4,H2O2,H2O2*,vacancy_co_top_13__H2O2__H2O2_cotop13_h1p90_default_tilt30_az120,-544.841614,-9.740479,-5.268372,0.009772
path_39,vacancy_co_top_13,5,H2O,H2O*,vacancy_co_top_13__H2O__H2O_co_bound_tilt0_az0,-539.680725,-4.579590,5.160889,0.014047
path_40,vacancy_co_top_13,0,O2,OO*,vacancy_co_top_13__O2__O2_side_on_tilt30_az180,-535.101135,0.000000,0.000000,0.009907
path_40,vacancy_co_top_13,1,O,O*,vacancy_co_top_13__O__O_atom_tilt0_az0,-530.205688,4.895447,4.895447,0.008320
path_40,vacancy_co_top_13,2,OH,OH*,vacancy_co_top_13__OH__OH_cotop13_h1p70_co_bound_tilt30_az90,-535.527405,-0.426270,-5.321716,0.005708
path_40,vacancy_co_top_13,3,OOH,OOH*,vacancy_co_top_13__OOH__OOH_default_tilt30_az90,-539.573242,-4.472107,-4.045837,0.020305
path_40,vacancy_co_top_13,4,H2O2,H2O2*,vacancy_co_top_13__H2O2__H2O2_cotop13_h1p90_default_tilt30_az240,-544.714966,-9.613831,-5.141724,0.009780
path_40,vacancy_co_top_13,5,H2O,H2O*,vacancy_co_top_13__H2O__H2O_co_bound_tilt0_az0,-539.680725,-4.579590,5.034241,0.014047
path_41,vacancy_co_top_13,0,O2,OO*,vacancy_co_top_13__O2__O2_side_on_tilt30_az180,-535.101135,0.000000,0.000000,0.009907
path_41,vacancy_co_top_13,1,OOH,OOH*,vacancy_co_top_13__OOH__OOH_default_tilt30_az90,-539.573242,-4.472107,-4.472107,0.020305
path_41,vacancy_co_top_13,2,OH,OH*,vacancy_co_top_13__OH__OH_cotop13_h1p70_co_bound_tilt30_az30,-535.219543,-0.118408,4.353699,0.009856
path_41,vacancy_co_top_13,3,O,O*,vacancy_co_top_13__O__O_atom_tilt0_az0,-530.205688,4.895447,5.013855,0.008320
path_42,vacancy_co_top_13,0,O2,OO*,vacancy_co_top_13__O2__O2_side_on_tilt30_az180,-535.101135,0.000000,0.000000,0.009907
path_42,vacancy_co_top_13,1,OOH,OOH*,vacancy_co_top_13__OOH__OOH_default_tilt30_az90,-539.573242,-4.472107,-4.472107,0.020305
path_42,vacancy_co_top_13,2,OH,OH*,vacancy_co_top_13__OH__OH_cotop13_h1p70_co_bound_tilt30_az90,-535.527405,-0.426270,4.045837,0.005708
path_42,vacancy_co_top_13,3,O,O*,vacancy_co_top_13__O__O_atom_tilt0_az0,-530.205688,4.895447,5.321716,0.008320
path_43,vacancy_co_top_13,0,O2,OO*,vacancy_co_top_13__O2__O2_side_on_tilt30_az180,-535.101135,0.000000,0.000000,0.009907
path_43,vacancy_co_top_13,1,OOH,OOH*,vacancy_co_top_13__OOH__OOH_default_tilt30_az90,-539.573242,-4.472107,-4.472107,0.020305
path_43,vacancy_co_top_13,2,OH,OH*,vacancy_co_top_13__OH__OH_cotop13_h1p70_co_bound_tilt30_az30,-535.219543,-0.118408,4.353699,0.009856
path_43,vacancy_co_top_13,3,H2O,H2O*,vacancy_co_top_13__H2O__H2O_co_bound_tilt0_az0,-539.680725,-4.579590,-4.461182,0.014047
path_43,vacancy_co_top_13,4,H2O2,H2O2*,vacancy_co_top_13__H2O2__H2O2_cotop13_h1p90_default_tilt30_az120,-544.841614,-9.740479,-5.160889,0.009772
path_44,vacancy_co_top_13,0,O2,OO*,vacancy_co_top_13__O2__O2_side_on_tilt30_az180,-535.101135,0.000000,0.000000,0.009907
path_44,vacancy_co_top_13,1,OOH,OOH*,vacancy_co_top_13__OOH__OOH_default_tilt30_az90,-539.573242,-4.472107,-4.472107,0.020305
path_44,vacancy_co_top_13,2,OH,OH*,vacancy_co_top_13__OH__OH_cotop13_h1p70_co_bound_tilt30_az30,-535.219543,-0.118408,4.353699,0.009856
path_44,vacancy_co_top_13,3,H2O,H2O*,vacancy_co_top_13__H2O__H2O_co_bound_tilt0_az0,-539.680725,-4.579590,-4.461182,0.014047
path_44,vacancy_co_top_13,4,H2O2,H2O2*,vacancy_co_top_13__H2O2__H2O2_cotop13_h1p90_default_tilt30_az240,-544.714966,-9.613831,-5.034241,0.009780
path_45,vacancy_co_top_13,0,O2,OO*,vacancy_co_top_13__O2__O2_side_on_tilt30_az180,-535.101135,0.000000,0.000000,0.009907
path_45,vacancy_co_top_13,1,OOH,OOH*,vacancy_co_top_13__OOH__OOH_default_tilt30_az90,-539.573242,-4.472107,-4.472107,0.020305
path_45,vacancy_co_top_13,2,OH,OH*,vacancy_co_top_13__OH__OH_cotop13_h1p70_co_bound_tilt30_az90,-535.527405,-0.426270,4.045837,0.005708
path_45,vacancy_co_top_13,3,H2O,H2O*,vacancy_co_top_13__H2O__H2O_co_bound_tilt0_az0,-539.680725,-4.579590,-4.153320,0.014047
path_45,vacancy_co_top_13,4,H2O2,H2O2*,vacancy_co_top_13__H2O2__H2O2_cotop13_h1p90_default_tilt30_az120,-544.841614,-9.740479,-5.160889,0.009772
path_46,vacancy_co_top_13,0,O2,OO*,vacancy_co_top_13__O2__O2_side_on_tilt30_az180,-535.101135,0.000000,0.000000,0.009907
path_46,vacancy_co_top_13,1,OOH,OOH*,vacancy_co_top_13__OOH__OOH_default_tilt30_az90,-539.573242,-4.472107,-4.472107,0.020305
path_46,vacancy_co_top_13,2,OH,OH*,vacancy_co_top_13__OH__OH_cotop13_h1p70_co_bound_tilt30_az90,-535.527405,-0.426270,4.045837,0.005708
path_46,vacancy_co_top_13,3,H2O,H2O*,vacancy_co_top_13__H2O__H2O_co_bound_tilt0_az0,-539.680725,-4.579590,-4.153320,0.014047
path_46,vacancy_co_top_13,4,H2O2,H2O2*,vacancy_co_top_13__H2O2__H2O2_cotop13_h1p90_default_tilt30_az240,-544.714966,-9.613831,-5.034241,0.009780
path_47,vacancy_co_top_13,0,O2,OO*,vacancy_co_top_13__O2__O2_side_on_tilt30_az180,-535.101135,0.000000,0.000000,0.009907
path_47,vacancy_co_top_13,1,O,O*,vacancy_co_top_13__O__O_atom_tilt0_az0,-530.205688,4.895447,4.895447,0.008320
path_47,vacancy_co_top_13,2,OH,OH*,vacancy_co_top_13__OH__OH_cotop13_h1p70_co_bound_tilt30_az30,-535.219543,-0.118408,-5.013855,0.009856
path_47,vacancy_co_top_13,3,H2O,H2O*,vacancy_co_top_13__H2O__H2O_co_bound_tilt0_az0,-539.680725,-4.579590,-4.461182,0.014047
path_47,vacancy_co_top_13,4,H2O2,H2O2*,vacancy_co_top_13__H2O2__H2O2_cotop13_h1p90_default_tilt30_az120,-544.841614,-9.740479,-5.160889,0.009772
path_47,vacancy_co_top_13,5,OOH,OOH*,vacancy_co_top_13__OOH__OOH_default_tilt30_az90,-539.573242,-4.472107,5.268372,0.020305
path_48,vacancy_co_top_13,0,O2,OO*,vacancy_co_top_13__O2__O2_side_on_tilt30_az180,-535.101135,0.000000,0.000000,0.009907
path_48,vacancy_co_top_13,1,O,O*,vacancy_co_top_13__O__O_atom_tilt0_az0,-530.205688,4.895447,4.895447,0.008320
path_48,vacancy_co_top_13,2,OH,OH*,vacancy_co_top_13__OH__OH_cotop13_h1p70_co_bound_tilt30_az30,-535.219543,-0.118408,-5.013855,0.009856
path_48,vacancy_co_top_13,3,H2O,H2O*,vacancy_co_top_13__H2O__H2O_co_bound_tilt0_az0,-539.680725,-4.579590,-4.461182,0.014047
path_48,vacancy_co_top_13,4,H2O2,H2O2*,vacancy_co_top_13__H2O2__H2O2_cotop13_h1p90_default_tilt30_az240,-544.714966,-9.613831,-5.034241,0.009780
path_48,vacancy_co_top_13,5,OOH,OOH*,vacancy_co_top_13__OOH__OOH_default_tilt30_az90,-539.573242,-4.472107,5.141724,0.020305
path_49,vacancy_co_top_13,0,O2,OO*,vacancy_co_top_13__O2__O2_side_on_tilt30_az180,-535.101135,0.000000,0.000000,0.009907
path_49,vacancy_co_top_13,1,O,O*,vacancy_co_top_13__O__O_atom_tilt0_az0,-530.205688,4.895447,4.895447,0.008320
path_49,vacancy_co_top_13,2,OH,OH*,vacancy_co_top_13__OH__OH_cotop13_h1p70_co_bound_tilt30_az90,-535.527405,-0.426270,-5.321716,0.005708
path_49,vacancy_co_top_13,3,H2O,H2O*,vacancy_co_top_13__H2O__H2O_co_bound_tilt0_az0,-539.680725,-4.579590,-4.153320,0.014047
path_49,vacancy_co_top_13,4,H2O2,H2O2*,vacancy_co_top_13__H2O2__H2O2_cotop13_h1p90_default_tilt30_az120,-544.841614,-9.740479,-5.160889,0.009772
path_49,vacancy_co_top_13,5,OOH,OOH*,vacancy_co_top_13__OOH__OOH_default_tilt30_az90,-539.573242,-4.472107,5.268372,0.020305
path_50,vacancy_co_top_13,0,O2,OO*,vacancy_co_top_13__O2__O2_side_on_tilt30_az180,-535.101135,0.000000,0.000000,0.009907
path_50,vacancy_co_top_13,1,O,O*,vacancy_co_top_13__O__O_atom_tilt0_az0,-530.205688,4.895447,4.895447,0.008320
path_50,vacancy_co_top_13,2,OH,OH*,vacancy_co_top_13__OH__OH_cotop13_h1p70_co_bound_tilt30_az90,-535.527405,-0.426270,-5.321716,0.005708
path_50,vacancy_co_top_13,3,H2O,H2O*,vacancy_co_top_13__H2O__H2O_co_bound_tilt0_az0,-539.680725,-4.579590,-4.153320,0.014047
path_50,vacancy_co_top_13,4,H2O2,H2O2*,vacancy_co_top_13__H2O2__H2O2_cotop13_h1p90_default_tilt30_az240,-544.714966,-9.613831,-5.034241,0.009780
path_50,vacancy_co_top_13,5,OOH,OOH*,vacancy_co_top_13__OOH__OOH_default_tilt30_az90,-539.573242,-4.472107,5.141724,0.020305
path_51,vacancy_co_top_13,0,O2,OO*,vacancy_co_top_13__O2__O2_side_on_tilt30_az180,-535.101135,0.000000,0.000000,0.009907
path_51,vacancy_co_top_13,1,OOH,OOH*,vacancy_co_top_13__OOH__OOH_default_tilt30_az90,-539.573242,-4.472107,-4.472107,0.020305
path_51,vacancy_co_top_13,2,H2O2,H2O2*,vacancy_co_top_13__H2O2__H2O2_cotop13_h1p90_default_tilt30_az120,-544.841614,-9.740479,-5.268372,0.009772
path_51,vacancy_co_top_13,3,H2O,H2O*,vacancy_co_top_13__H2O__H2O_co_bound_tilt0_az0,-539.680725,-4.579590,5.160889,0.014047
path_51,vacancy_co_top_13,4,OH,OH*,vacancy_co_top_13__OH__OH_cotop13_h1p70_co_bound_tilt30_az30,-535.219543,-0.118408,4.461182,0.009856
path_51,vacancy_co_top_13,5,O,O*,vacancy_co_top_13__O__O_atom_tilt0_az0,-530.205688,4.895447,5.013855,0.008320
path_52,vacancy_co_top_13,0,O2,OO*,vacancy_co_top_13__O2__O2_side_on_tilt30_az180,-535.101135,0.000000,0.000000,0.009907
path_52,vacancy_co_top_13,1,OOH,OOH*,vacancy_co_top_13__OOH__OOH_default_tilt30_az90,-539.573242,-4.472107,-4.472107,0.020305
path_52,vacancy_co_top_13,2,H2O2,H2O2*,vacancy_co_top_13__H2O2__H2O2_cotop13_h1p90_default_tilt30_az120,-544.841614,-9.740479,-5.268372,0.009772
path_52,vacancy_co_top_13,3,H2O,H2O*,vacancy_co_top_13__H2O__H2O_co_bound_tilt0_az0,-539.680725,-4.579590,5.160889,0.014047
path_52,vacancy_co_top_13,4,OH,OH*,vacancy_co_top_13__OH__OH_cotop13_h1p70_co_bound_tilt30_az90,-535.527405,-0.426270,4.153320,0.005708
path_52,vacancy_co_top_13,5,O,O*,vacancy_co_top_13__O__O_atom_tilt0_az0,-530.205688,4.895447,5.321716,0.008320
path_53,vacancy_co_top_13,0,O2,OO*,vacancy_co_top_13__O2__O2_side_on_tilt30_az180,-535.101135,0.000000,0.000000,0.009907
path_53,vacancy_co_top_13,1,OOH,OOH*,vacancy_co_top_13__OOH__OOH_default_tilt30_az90,-539.573242,-4.472107,-4.472107,0.020305
path_53,vacancy_co_top_13,2,H2O2,H2O2*,vacancy_co_top_13__H2O2__H2O2_cotop13_h1p90_default_tilt30_az240,-544.714966,-9.613831,-5.141724,0.009780
path_53,vacancy_co_top_13,3,H2O,H2O*,vacancy_co_top_13__H2O__H2O_co_bound_tilt0_az0,-539.680725,-4.579590,5.034241,0.014047
path_53,vacancy_co_top_13,4,OH,OH*,vacancy_co_top_13__OH__OH_cotop13_h1p70_co_bound_tilt30_az30,-535.219543,-0.118408,4.461182,0.009856
path_53,vacancy_co_top_13,5,O,O*,vacancy_co_top_13__O__O_atom_tilt0_az0,-530.205688,4.895447,5.013855,0.008320
path_54,vacancy_co_top_13,0,O2,OO*,vacancy_co_top_13__O2__O2_side_on_tilt30_az180,-535.101135,0.000000,0.000000,0.009907
path_54,vacancy_co_top_13,1,OOH,OOH*,vacancy_co_top_13__OOH__OOH_default_tilt30_az90,-539.573242,-4.472107,-4.472107,0.020305
path_54,vacancy_co_top_13,2,H2O2,H2O2*,vacancy_co_top_13__H2O2__H2O2_cotop13_h1p90_default_tilt30_az240,-544.714966,-9.613831,-5.141724,0.009780
path_54,vacancy_co_top_13,3,H2O,H2O*,vacancy_co_top_13__H2O__H2O_co_bound_tilt0_az0,-539.680725,-4.579590,5.034241,0.014047
path_54,vacancy_co_top_13,4,OH,OH*,vacancy_co_top_13__OH__OH_cotop13_h1p70_co_bound_tilt30_az90,-535.527405,-0.426270,4.153320,0.005708
path_54,vacancy_co_top_13,5,O,O*,vacancy_co_top_13__O__O_atom_tilt0_az0,-530.205688,4.895447,5.321716,0.008320
path_55,vacancy_co_top_3,0,O2,OO*,vacancy_co_top_3__O2__O2_side_on_tilt0_az0,-535.067566,0.000000,0.000000,0.009016
path_55,vacancy_co_top_3,1,O,O*,vacancy_co_top_3__O__O_atom_tilt0_az0,-530.205383,4.862183,4.862183,0.009774
path_55,vacancy_co_top_3,2,OH,OH*,vacancy_co_top_3__OH__OH_cotop3_h1p70_co_bound_tilt30_az270,-535.219543,-0.151978,-5.014160,0.009888
path_55,vacancy_co_top_3,3,OOH,OOH*,vacancy_co_top_3__OOH__OOH_default_tilt30_az270,-539.571594,-4.504028,-4.352051,0.019020
path_55,vacancy_co_top_3,4,H2O2,H2O2*,vacancy_co_top_3__H2O2__H2O2_cotop3_h1p90_default_tilt0_az0,-544.675110,-9.607544,-5.103516,0.029192
path_55,vacancy_co_top_3,5,H2O,H2O*,vacancy_co_top_3__H2O__H2O_co_bound_tilt0_az0,-539.672363,-4.604797,5.002747,0.022601
path_56,vacancy_co_top_3,0,O2,OO*,vacancy_co_top_3__O2__O2_side_on_tilt0_az0,-535.067566,0.000000,0.000000,0.009016
path_56,vacancy_co_top_3,1,O,O*,vacancy_co_top_3__O__O_atom_tilt0_az0,-530.205383,4.862183,4.862183,0.009774
path_56,vacancy_co_top_3,2,OH,OH*,vacancy_co_top_3__OH__OH_cotop3_h1p70_co_bound_tilt30_az270,-535.219543,-0.151978,-5.014160,0.009888
path_56,vacancy_co_top_3,3,OOH,OOH*,vacancy_co_top_3__OOH__OOH_default_tilt30_az270,-539.571594,-4.504028,-4.352051,0.019020
path_56,vacancy_co_top_3,4,H2O2,H2O2*,vacancy_co_top_3__H2O2__H2O2_cotop3_h1p90_default_tilt30_az300,-544.841553,-9.773987,-5.269958,0.009978
path_56,vacancy_co_top_3,5,H2O,H2O*,vacancy_co_top_3__H2O__H2O_co_bound_tilt0_az0,-539.672363,-4.604797,5.169189,0.022601
path_57,vacancy_co_top_3,0,O2,OO*,vacancy_co_top_3__O2__O2_side_on_tilt0_az0,-535.067566,0.000000,0.000000,0.009016
path_57,vacancy_co_top_3,1,O,O*,vacancy_co_top_3__O__O_atom_tilt0_az0,-530.205383,4.862183,4.862183,0.009774
path_57,vacancy_co_top_3,2,OH,OH*,vacancy_co_top_3__OH__OH_cotop3_h1p70_co_bound_tilt30_az330,-535.219666,-0.152100,-5.014282,0.009792
path_57,vacancy_co_top_3,3,OOH,OOH*,vacancy_co_top_3__OOH__OOH_default_tilt30_az270,-539.571594,-4.504028,-4.351929,0.019020
path_57,vacancy_co_top_3,4,H2O2,H2O2*,vacancy_co_top_3__H2O2__H2O2_cotop3_h1p90_default_tilt0_az0,-544.675110,-9.607544,-5.103516,0.029192
path_57,vacancy_co_top_3,5,H2O,H2O*,vacancy_co_top_3__H2O__H2O_co_bound_tilt0_az0,-539.672363,-4.604797,5.002747,0.022601
path_58,vacancy_co_top_3,0,O2,OO*,vacancy_co_top_3__O2__O2_side_on_tilt0_az0,-535.067566,0.000000,0.000000,0.009016
path_58,vacancy_co_top_3,1,O,O*,vacancy_co_top_3__O__O_atom_tilt0_az0,-530.205383,4.862183,4.862183,0.009774
path_58,vacancy_co_top_3,2,OH,OH*,vacancy_co_top_3__OH__OH_cotop3_h1p70_co_bound_tilt30_az330,-535.219666,-0.152100,-5.014282,0.009792
path_58,vacancy_co_top_3,3,OOH,OOH*,vacancy_co_top_3__OOH__OOH_default_tilt30_az270,-539.571594,-4.504028,-4.351929,0.019020
path_58,vacancy_co_top_3,4,H2O2,H2O2*,vacancy_co_top_3__H2O2__H2O2_cotop3_h1p90_default_tilt30_az300,-544.841553,-9.773987,-5.269958,0.009978
path_58,vacancy_co_top_3,5,H2O,H2O*,vacancy_co_top_3__H2O__H2O_co_bound_tilt0_az0,-539.672363,-4.604797,5.169189,0.022601
path_59,vacancy_co_top_3,0,O2,OO*,vacancy_co_top_3__O2__O2_side_on_tilt0_az0,-535.067566,0.000000,0.000000,0.009016
path_59,vacancy_co_top_3,1,OOH,OOH*,vacancy_co_top_3__OOH__OOH_default_tilt30_az270,-539.571594,-4.504028,-4.504028,0.019020
path_59,vacancy_co_top_3,2,OH,OH*,vacancy_co_top_3__OH__OH_cotop3_h1p70_co_bound_tilt30_az270,-535.219543,-0.151978,4.352051,0.009888
path_59,vacancy_co_top_3,3,O,O*,vacancy_co_top_3__O__O_atom_tilt0_az0,-530.205383,4.862183,5.014160,0.009774
path_60,vacancy_co_top_3,0,O2,OO*,vacancy_co_top_3__O2__O2_side_on_tilt0_az0,-535.067566,0.000000,0.000000,0.009016
path_60,vacancy_co_top_3,1,OOH,OOH*,vacancy_co_top_3__OOH__OOH_default_tilt30_az270,-539.571594,-4.504028,-4.504028,0.019020
path_60,vacancy_co_top_3,2,OH,OH*,vacancy_co_top_3__OH__OH_cotop3_h1p70_co_bound_tilt30_az330,-535.219666,-0.152100,4.351929,0.009792
path_60,vacancy_co_top_3,3,O,O*,vacancy_co_top_3__O__O_atom_tilt0_az0,-530.205383,4.862183,5.014282,0.009774
path_61,vacancy_co_top_3,0,O2,OO*,vacancy_co_top_3__O2__O2_side_on_tilt0_az0,-535.067566,0.000000,0.000000,0.009016
path_61,vacancy_co_top_3,1,OOH,OOH*,vacancy_co_top_3__OOH__OOH_default_tilt30_az270,-539.571594,-4.504028,-4.504028,0.019020
path_61,vacancy_co_top_3,2,OH,OH*,vacancy_co_top_3__OH__OH_cotop3_h1p70_co_bound_tilt30_az270,-535.219543,-0.151978,4.352051,0.009888
path_61,vacancy_co_top_3,3,H2O,H2O*,vacancy_co_top_3__H2O__H2O_co_bound_tilt0_az0,-539.672363,-4.604797,-4.452820,0.022601
path_61,vacancy_co_top_3,4,H2O2,H2O2*,vacancy_co_top_3__H2O2__H2O2_cotop3_h1p90_default_tilt0_az0,-544.675110,-9.607544,-5.002747,0.029192
path_62,vacancy_co_top_3,0,O2,OO*,vacancy_co_top_3__O2__O2_side_on_tilt0_az0,-535.067566,0.000000,0.000000,0.009016
path_62,vacancy_co_top_3,1,OOH,OOH*,vacancy_co_top_3__OOH__OOH_default_tilt30_az270,-539.571594,-4.504028,-4.504028,0.019020
path_62,vacancy_co_top_3,2,OH,OH*,vacancy_co_top_3__OH__OH_cotop3_h1p70_co_bound_tilt30_az270,-535.219543,-0.151978,4.352051,0.009888
path_62,vacancy_co_top_3,3,H2O,H2O*,vacancy_co_top_3__H2O__H2O_co_bound_tilt0_az0,-539.672363,-4.604797,-4.452820,0.022601
path_62,vacancy_co_top_3,4,H2O2,H2O2*,vacancy_co_top_3__H2O2__H2O2_cotop3_h1p90_default_tilt30_az300,-544.841553,-9.773987,-5.169189,0.009978
path_63,vacancy_co_top_3,0,O2,OO*,vacancy_co_top_3__O2__O2_side_on_tilt0_az0,-535.067566,0.000000,0.000000,0.009016
path_63,vacancy_co_top_3,1,OOH,OOH*,vacancy_co_top_3__OOH__OOH_default_tilt30_az270,-539.571594,-4.504028,-4.504028,0.019020
path_63,vacancy_co_top_3,2,OH,OH*,vacancy_co_top_3__OH__OH_cotop3_h1p70_co_bound_tilt30_az330,-535.219666,-0.152100,4.351929,0.009792
path_63,vacancy_co_top_3,3,H2O,H2O*,vacancy_co_top_3__H2O__H2O_co_bound_tilt0_az0,-539.672363,-4.604797,-4.452698,0.022601
path_63,vacancy_co_top_3,4,H2O2,H2O2*,vacancy_co_top_3__H2O2__H2O2_cotop3_h1p90_default_tilt0_az0,-544.675110,-9.607544,-5.002747,0.029192
path_64,vacancy_co_top_3,0,O2,OO*,vacancy_co_top_3__O2__O2_side_on_tilt0_az0,-535.067566,0.000000,0.000000,0.009016
path_64,vacancy_co_top_3,1,OOH,OOH*,vacancy_co_top_3__OOH__OOH_default_tilt30_az270,-539.571594,-4.504028,-4.504028,0.019020
path_64,vacancy_co_top_3,2,OH,OH*,vacancy_co_top_3__OH__OH_cotop3_h1p70_co_bound_tilt30_az330,-535.219666,-0.152100,4.351929,0.009792
path_64,vacancy_co_top_3,3,H2O,H2O*,vacancy_co_top_3__H2O__H2O_co_bound_tilt0_az0,-539.672363,-4.604797,-4.452698,0.022601
path_64,vacancy_co_top_3,4,H2O2,H2O2*,vacancy_co_top_3__H2O2__H2O2_cotop3_h1p90_default_tilt30_az300,-544.841553,-9.773987,-5.169189,0.009978
path_65,vacancy_co_top_3,0,O2,OO*,vacancy_co_top_3__O2__O2_side_on_tilt0_az0,-535.067566,0.000000,0.000000,0.009016
path_65,vacancy_co_top_3,1,O,O*,vacancy_co_top_3__O__O_atom_tilt0_az0,-530.205383,4.862183,4.862183,0.009774
path_65,vacancy_co_top_3,2,OH,OH*,vacancy_co_top_3__OH__OH_cotop3_h1p70_co_bound_tilt30_az270,-535.219543,-0.151978,-5.014160,0.009888
path_65,vacancy_co_top_3,3,H2O,H2O*,vacancy_co_top_3__H2O__H2O_co_bound_tilt0_az0,-539.672363,-4.604797,-4.452820,0.022601
path_65,vacancy_co_top_3,4,H2O2,H2O2*,vacancy_co_top_3__H2O2__H2O2_cotop3_h1p90_default_tilt0_az0,-544.675110,-9.607544,-5.002747,0.029192
path_65,vacancy_co_top_3,5,OOH,OOH*,vacancy_co_top_3__OOH__OOH_default_tilt30_az270,-539.571594,-4.504028,5.103516,0.019020
path_66,vacancy_co_top_3,0,O2,OO*,vacancy_co_top_3__O2__O2_side_on_tilt0_az0,-535.067566,0.000000,0.000000,0.009016
path_66,vacancy_co_top_3,1,O,O*,vacancy_co_top_3__O__O_atom_tilt0_az0,-530.205383,4.862183,4.862183,0.009774
path_66,vacancy_co_top_3,2,OH,OH*,vacancy_co_top_3__OH__OH_cotop3_h1p70_co_bound_tilt30_az270,-535.219543,-0.151978,-5.014160,0.009888
path_66,vacancy_co_top_3,3,H2O,H2O*,vacancy_co_top_3__H2O__H2O_co_bound_tilt0_az0,-539.672363,-4.604797,-4.452820,0.022601
path_66,vacancy_co_top_3,4,H2O2,H2O2*,vacancy_co_top_3__H2O2__H2O2_cotop3_h1p90_default_tilt30_az300,-544.841553,-9.773987,-5.169189,0.009978
path_66,vacancy_co_top_3,5,OOH,OOH*,vacancy_co_top_3__OOH__OOH_default_tilt30_az270,-539.571594,-4.504028,5.269958,0.019020
path_67,vacancy_co_top_3,0,O2,OO*,vacancy_co_top_3__O2__O2_side_on_tilt0_az0,-535.067566,0.000000,0.000000,0.009016
path_67,vacancy_co_top_3,1,O,O*,vacancy_co_top_3__O__O_atom_tilt0_az0,-530.205383,4.862183,4.862183,0.009774
path_67,vacancy_co_top_3,2,OH,OH*,vacancy_co_top_3__OH__OH_cotop3_h1p70_co_bound_tilt30_az330,-535.219666,-0.152100,-5.014282,0.009792
path_67,vacancy_co_top_3,3,H2O,H2O*,vacancy_co_top_3__H2O__H2O_co_bound_tilt0_az0,-539.672363,-4.604797,-4.452698,0.022601
path_67,vacancy_co_top_3,4,H2O2,H2O2*,vacancy_co_top_3__H2O2__H2O2_cotop3_h1p90_default_tilt0_az0,-544.675110,-9.607544,-5.002747,0.029192
path_67,vacancy_co_top_3,5,OOH,OOH*,vacancy_co_top_3__OOH__OOH_default_tilt30_az270,-539.571594,-4.504028,5.103516,0.019020
