case_id,family,label,formula,natoms,initial_energy_eV,final_energy_eV,deltaE_family_eV,energy_per_atom_eV,max_force_eVA,n_steps,converged,stage,site,co_idx,orientation,vacancy_site
133,vacancy_center__H2O,H2O_offset_y+_h1p90_co_bound_tilt30_az30,H2Ba16Co16O48,82,-535.2208862304688,-537.1053466796875,0.2596435546875,-6.550065203410823,0.7698085308074951,16,False,stage1,vacancy_center,,co_bound_tilt30_az30,
143,vacancy_center__H2O,H2O_offset_y+_h1p90_co_bound_tilt30_az330,H2Ba16Co16O48,82,-535.2208862304688,-537.1053466796875,0.2596435546875,-6.550065203410823,0.7698158621788025,16,False,stage1,vacancy_center,,co_bound_tilt30_az330,
121,vacancy_center__H2O,H2O_offset_x+_h1p90_co_bound_tilt30_az60,H2Ba16Co16O48,82,-535.1240234375,-537.0916748046875,0.2733154296875,-6.549898473227897,0.8087734580039978,16,False,stage1,vacancy_center,,co_bound_tilt30_az60,
123,vacancy_center__H2O,H2O_offset_x+_h1p90_co_bound_tilt30_az120,H2Ba16Co16O48,82,-535.1240234375,-537.0916748046875,0.2733154296875,-6.549898473227897,0.8087720274925232,16,False,stage1,vacancy_center,,co_bound_tilt30_az120,
135,vacancy_center__H2O,H2O_offset_y+_h1p90_co_bound_tilt30_az90,H2Ba16Co16O48,82,-535.1096801757812,-537.0889892578125,0.2760009765625,-6.54986572265625,0.8336251974105835,16,False,stage1,vacancy_center,,co_bound_tilt30_az90,
141,vacancy_center__H2O,H2O_offset_y+_h1p90_co_bound_tilt30_az270,H2Ba16Co16O48,82,-535.1096801757812,-537.0889892578125,0.2760009765625,-6.54986572265625,0.8336256742477417,16,False,stage1,vacancy_center,,co_bound_tilt30_az270,
142,vacancy_center__H2O,H2O_offset_y+_h1p90_co_bound_tilt30_az300,H2Ba16Co16O48,82,-535.1148071289062,-537.0798950195312,0.28509521484375,-6.5497548173113564,0.8469824194908142,16,False,stage1,vacancy_center,,co_bound_tilt30_az300,
134,vacancy_center__H2O,H2O_offset_y+_h1p90_co_bound_tilt30_az60,H2Ba16Co16O48,82,-535.1148071289062,-537.079833984375,0.28515625,-6.549754072980183,0.8469781279563904,16,False,stage1,vacancy_center,,co_bound_tilt30_az60,
122,vacancy_center__H2O,H2O_offset_x+_h1p90_co_bound_tilt30_az90,H2Ba16Co16O48,82,-535.0263671875,-537.0230712890625,0.3419189453125,-6.549061844988567,0.7829745411872864,16,False,stage1,vacancy_center,,co_bound_tilt30_az90,
170,vacancy_center__H2O2,H2O2_offset_diag_h1p90_default_tilt0_az0,H2Ba16Co16O49,83,-538.7244873046875,-542.9449462890625,0.0,-6.541505376976657,2.3420896530151367,16,False,stage1,vacancy_center,,default_tilt0_az0,
150,vacancy_center__H2O2,H2O2_center_h1p80_default_tilt30_az150,H2Ba16Co16O49,83,-538.6304931640625,-542.7465209960938,0.19842529296875,-6.53911471079631,2.797319173812866,16,False,stage1,vacancy_center,,default_tilt30_az150,
156,vacancy_center__H2O2,H2O2_center_h1p80_default_tilt30_az330,H2Ba16Co16O49,83,-538.6304931640625,-542.7465209960938,0.19842529296875,-6.53911471079631,2.7973461151123047,16,False,stage1,vacancy_center,,default_tilt30_az330,
144,vacancy_center__H2O2,H2O2_center_h1p80_default_tilt0_az0,H2Ba16Co16O49,83,-538.779296875,-542.7340698242188,0.21087646484375,-6.5389646966773345,0.8399004936218262,16,False,stage1,vacancy_center,,default_tilt0_az0,
145,vacancy_center__H2O2,H2O2_center_h1p80_default_tilt30_az0,H2Ba16Co16O49,83,-538.7748413085938,-542.705078125,0.2398681640625,-6.538615399096385,2.8595311641693115,16,False,stage1,vacancy_center,,default_tilt30_az0,
151,vacancy_center__H2O2,H2O2_center_h1p80_default_tilt30_az180,H2Ba16Co16O49,83,-538.7748413085938,-542.705078125,0.2398681640625,-6.538615399096385,2.8595962524414062,16,False,stage1,vacancy_center,,default_tilt30_az180,
